randomisation_order,final_inclusion,paper_ID,DOI,journal,article_type,author,pagecount,title,subject,publication_date,health
66,Yes,49,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0216048,PLOS ONE,Research Article,"Niels Rochow,Erin Landau-Crangle,Hon Yiu So,Anna Pelc,Gerhard Fusch,Jan Däbritz,Wolfgang Göpel,Christoph Fusch",11,Z-score differences based on cross-sectional growth charts do not reflect the growth rate of very low birth weight infants,"/Biology and life sciences/Developmental biology/Neonates,/Biology and life sciences/Physiology/Physiological parameters/Body weight/Birth weight,/Biology and life sciences/Physiology/Physiological parameters/Body weight/Weight gain,/Computer and information sciences/Data visualization/Infographics/Charts,/Medicine and health sciences/Physiology/Physiological parameters/Body weight/Birth weight,/Medicine and health sciences/Physiology/Physiological parameters/Body weight/Weight gain,/Medicine and health sciences/Women's health/Maternal health/Pregnancy,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Pregnancy,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Termination of pregnancy,/Physical sciences/Mathematics/Probability theory/Probability distribution/Skewness,/Research and analysis methods/Research design/Observational studies",7/05/2019,TRUE
67,Yes,50,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0225969,PLOS ONE,Research Article,"Hsiu-Yin Chiang,Chih-Wei Chung,Chin-Chi Kuo,Yen-Chun Lo,Wei-Shuo Chang,Chih-Yu Chi",17,First-4-week erythrocyte sedimentation rate variability predicts erythrocyte sedimentation rate trajectories and clinical course among patients with pyogenic vertebral osteomyelitis,"/Biology and life sciences/Cell biology/Cellular types/Animal cells/Blood cells/Red blood cells,/Biology and life sciences/Microbiology/Microbial control/Antimicrobials/Antibiotics,/Medicine and health sciences/Diagnostic medicine/Signs and symptoms/Abscesses,/Medicine and health sciences/Endocrinology/Endocrine disorders/Diabetes mellitus,/Medicine and health sciences/Infectious diseases/Bacterial diseases/Osteomyelitis,/Medicine and health sciences/Metabolic disorders/Diabetes mellitus,/Medicine and health sciences/Nephrology/Chronic kidney disease,/Medicine and health sciences/Pathology and laboratory medicine/Signs and symptoms/Abscesses,/Medicine and health sciences/Pharmacology/Drugs/Antimicrobials/Antibiotics,/Medicine and health sciences/Rheumatology/Connective tissue diseases/Osteomyelitis,/Medicine and health sciences/Surgical and invasive medical procedures,/Physical sciences/Materials science/Materials physics/Sedimentation,/Physical sciences/Physics/Materials physics/Sedimentation",4/12/2019,TRUE
69,Yes,52,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0222514,PLOS ONE,Research Article,"Huiming Yi,Baohuan Cai,Xi Ai,Ruobing Liu,Kaiyan Li,Wei Zhang",9,Value of contrast-enhanced ultrasound for preoperative assessment of liver reserve function in patients with liver tumors,"/Biology and life sciences/Anatomy/Liver/Hepatocytes,/Biology and life sciences/Cell biology/Cellular types/Animal cells/Hepatocytes,/Medicine and health sciences/Anatomy/Liver/Hepatocytes,/Medicine and health sciences/Clinical medicine/Clinical oncology/Radiation therapy,/Medicine and health sciences/Diagnostic medicine,/Medicine and health sciences/Diagnostic medicine/Diagnostic radiology/Ultrasound imaging,/Medicine and health sciences/Gastroenterology and hepatology/Liver diseases,/Medicine and health sciences/Gastroenterology and hepatology/Liver function tests,/Medicine and health sciences/Oncology/Cancer treatment/Radiation therapy,/Medicine and health sciences/Oncology/Clinical oncology/Radiation therapy,/Medicine and health sciences/Radiology and imaging/Diagnostic radiology/Ultrasound imaging,/Medicine and health sciences/Surgical and invasive medical procedures/Digestive system procedures/Hepatectomy,/Medicine and health sciences/Surgical and invasive medical procedures/Digestive system procedures/Hepatic resection,/Medicine and health sciences/Surgical and invasive medical procedures/Surgical resection/Hepatic resection,/Research and analysis methods/Imaging techniques/Diagnostic radiology/Ultrasound imaging",17/09/2019,TRUE
70,Yes,53,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0226085,PLOS ONE,Research Article,"Eduardo Fuentes-López,Adrian Fuente,Gonzalo Valdivia,Manuel Luna-Monsalve",20,Does educational level predict hearing aid self-efficacy in experienced older adult hearing aid users from Latin America? Validation process of the Spanish version of the MARS-HA questionnaire,"/Biology and life sciences/Anatomy/Head/Ears,/Biology and life sciences/Neuroscience/Sensory perception/Hearing,/Biology and life sciences/Psychology/Sensory perception/Hearing,/Medicine and health sciences/Anatomy/Head/Ears,/Medicine and health sciences/Otorhinolaryngology/Otology/Hearing disorders,/Medicine and health sciences/Otorhinolaryngology/Otology/Hearing disorders/Deafness,/People and places/Geographical locations/South America/Chile (country),/People and places/Population groupings/Age groups/Elderly,/Research and analysis methods/Research design/Survey research/Questionnaires,/Social sciences/Psychology/Sensory perception/Hearing,/Social sciences/Sociology/Education/Educational attainment",19/12/2019,TRUE
71,Yes,54,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0226728,PLOS ONE,Research Article,"Angelica Ly,Jennifer Banh,Patricia Luu,Jessie Huang,Michael Yapp,Barbara Zangerl",14,Interocular asymmetry of the superonasal retinal nerve fibre layer thickness and blood vessel diameter in healthy subjects,"/Biology and life sciences/Anatomy/Cardiovascular anatomy/Blood vessels,/Biology and life sciences/Anatomy/Cardiovascular anatomy/Blood vessels/Arteries,/Biology and life sciences/Anatomy/Cardiovascular anatomy/Blood vessels/Veins,/Biology and life sciences/Anatomy/Head/Eyes,/Biology and life sciences/Anatomy/Ocular system/Eyes,/Biology and life sciences/Anatomy/Ocular system/Optic nerve,/Biology and life sciences/Cell biology/Cellular types/Animal cells/Neurons/Nerve fibers,/Biology and life sciences/Neuroscience/Cellular neuroscience/Neurons/Nerve fibers,/Medicine and health sciences/Anatomy/Cardiovascular anatomy/Blood vessels,/Medicine and health sciences/Anatomy/Cardiovascular anatomy/Blood vessels/Arteries,/Medicine and health sciences/Anatomy/Cardiovascular anatomy/Blood vessels/Veins,/Medicine and health sciences/Anatomy/Head/Eyes,/Medicine and health sciences/Anatomy/Ocular system/Eyes,/Medicine and health sciences/Anatomy/Ocular system/Optic nerve,/Medicine and health sciences/Neurology/Neuropathy/Optic neuropathy,/Medicine and health sciences/Ophthalmology/Eye diseases",23/12/2019,TRUE
74,Yes,55,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0212573,PLOS ONE,Research Article,"Min Zhao,Min Liu,Jeffrey P Leal,Benjamin M W Tsui,Dean F Wong,Martin G Pomper,Yun Zhou",13,Association of PET-measured myocardial flow reserve with echocardiography-estimated pulmonary artery systolic pressure in patients with hypertrophic cardiomyopathy,"/Biology and life sciences/Anatomy/Body fluids/Blood/Blood flow,/Biology and life sciences/Anatomy/Cardiovascular anatomy/Blood vessels/Arteries/Pulmonary arteries,/Biology and life sciences/Neuroscience/Neuroimaging/Positron emission tomography,/Biology and life sciences/Physiology/Body fluids/Blood/Blood flow,/Medicine and health sciences/Anatomy/Body fluids/Blood/Blood flow,/Medicine and health sciences/Anatomy/Cardiovascular anatomy/Blood vessels/Arteries/Pulmonary arteries,/Medicine and health sciences/Cardiology/Ejection fraction,/Medicine and health sciences/Diagnostic medicine/Diagnostic radiology/Tomography/Positron emission tomography,/Medicine and health sciences/Physiology/Body fluids/Blood/Blood flow,/Medicine and health sciences/Radiology and imaging/Diagnostic radiology/Tomography/Positron emission tomography,/Medicine and health sciences/Vascular medicine/Blood pressure,/Medicine and health sciences/Vascular medicine/Blood pressure/Hypertension,/Medicine and health sciences/Vascular medicine/Blood pressure/Systolic pressure,/Medicine and health sciences/Vascular medicine/Ischemia,/Research and analysis methods/Imaging techniques/Diagnostic radiology/Tomography/Positron emission tomography,/Research and analysis methods/Imaging techniques/Neuroimaging/Positron emission tomography",20/03/2019,TRUE
75,Yes,56,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0217834,PLOS ONE,Research Article,"Anubha Agarwal,Devraj Jindal,Vamadevan S Ajay,Dimple Kondal,Siddhartha Mandal,Shreeparna Ghosh,Mumtaj Ali,Kavita Singh,Mark D Huffman,Nikhil Tandon,Dorairaj Prabhakaran",16,Association between socioeconomic position and cardiovascular disease risk factors in rural north India: The Solan Surveillance Study,"/Biology and life sciences/Physiology/Physiological parameters/Body weight/Obesity,/Medicine and health sciences/Cardiovascular medicine/Cardiovascular diseases/Cardiovascular disease risk,/Medicine and health sciences/Endocrinology/Endocrine disorders/Diabetes mellitus,/Medicine and health sciences/Health care/Socioeconomic aspects of health,/Medicine and health sciences/Metabolic disorders/Diabetes mellitus,/Medicine and health sciences/Physiology/Physiological parameters/Body weight/Obesity,/Medicine and health sciences/Public and occupational health/Socioeconomic aspects of health,/Medicine and health sciences/Vascular medicine/Blood pressure,/Medicine and health sciences/Vascular medicine/Blood pressure/Hypertension,/People and places/Geographical locations/Asia/India,/Social sciences/Sociology/Education/Schools",8/07/2019,TRUE
76,Yes,57,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0226478,PLOS ONE,Research Article,"Emanuela Clemente,Konstantinos Efthymakis,Erminia Carletti,Vanessa Capone,Samantha Sperduti,Giuseppina Bologna,Marco Marchisio,Marta Di Nicola,Matteo Neri,Michele Sallese",18,An explorative study identifies miRNA signatures for the diagnosis of non-celiac wheat sensitivity,"/Biology and life sciences/Anatomy/Digestive system/Gastrointestinal tract,/Biology and life sciences/Biochemistry/Nucleic acids/RNA/Non-coding RNA/Natural antisense transcripts/MicroRNAs,/Biology and life sciences/Biochemistry/Proteins/Gluten,/Biology and life sciences/Genetics/Gene expression/Gene regulation/MicroRNAs,/Biology and life sciences/Nutrition/Diet,/Biology and life sciences/Organisms/Eukaryota/Plants/Grasses/Wheat,/Medicine and health sciences/Anatomy/Digestive system/Gastrointestinal tract,/Medicine and health sciences/Nutrition/Diet,/Medicine and health sciences/Surgical and invasive medical procedures/Biopsy,/Physical sciences/Mathematics/Statistics/Statistical methods/Multivariate analysis/Principal component analysis,/Research and analysis methods/Extraction techniques/RNA extraction,/Research and analysis methods/Mathematical and statistical techniques/Statistical methods/Multivariate analysis/Principal component analysis",13/12/2019,TRUE
77,Yes,58,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0218170,PLOS ONE,Research Article,"Nina Huynh,Andrea Baumann,Mark Loeb",17,Reporting quality of the 2014 Ebola outbreak in Africa: A systematic analysis,"/Medicine and health sciences/Epidemiology,/Medicine and health sciences/Epidemiology/Infectious disease epidemiology,/Medicine and health sciences/Infectious diseases/Infectious disease epidemiology,/Medicine and health sciences/Infectious diseases/Nosocomial infections,/Medicine and health sciences/Public and occupational health,/People and places/Geographical locations/Africa,/Research and analysis methods/Database and informatics methods/Database searching,/Research and analysis methods/Research assessment/Peer review,/Research and analysis methods/Research assessment/Research reporting guidelines",25/06/2019,TRUE
79,Yes,59,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0211799,PLOS ONE,Research Article,"Marlene Lorgen-Ritchie,Alison D Murray,Anne C Ferguson-Smith,Marcus Richards,Graham W Horgan,Louise H Phillips,Gwen Hoad,Ishbel Gall,Kristina Harrison,Geraldine McNeill,Mitsuteru Ito,Paul Haggarty",15,Imprinting methylation in SNRPN and MEST1 in adult blood predicts cognitive ability,"/Biology and life sciences/Biochemistry/Nucleic acids/DNA/DNA modification/DNA methylation,/Biology and life sciences/Cell biology/Chromosome biology/Chromatin/Chromatin modification/DNA methylation,/Biology and life sciences/Developmental biology/Genomic imprinting,/Biology and life sciences/Genetics/DNA/DNA modification/DNA methylation,/Biology and life sciences/Genetics/Epigenetics,/Biology and life sciences/Genetics/Epigenetics/Chromatin/Chromatin modification/DNA methylation,/Biology and life sciences/Genetics/Epigenetics/DNA modification/DNA methylation,/Biology and life sciences/Genetics/Epigenetics/Genomic imprinting,/Biology and life sciences/Genetics/Gene expression/Chromatin/Chromatin modification/DNA methylation,/Biology and life sciences/Genetics/Gene expression/DNA modification/DNA methylation,/Biology and life sciences/Neuroscience/Cognitive neuroscience/Cognitive neurology/Cognitive impairment,/Biology and life sciences/Neuroscience/Cognitive science/Cognition,/Biology and life sciences/Neuroscience/Cognitive science/Cognitive neuroscience/Cognitive neurology/Cognitive impairment,/Medicine and health sciences/Clinical genetics/Disorders of imprinting/Angelman syndrome,/Medicine and health sciences/Clinical genetics/Disorders of imprinting/Prader-Willi syndrome,/Medicine and health sciences/Neurology/Cognitive neurology/Cognitive impairment,/Physical sciences/Chemistry/Chemical reactions/Methylation",1/02/2019,TRUE
80,Yes,60,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0217429,PLOS ONE,Research Article,"Ming-Chun Yang,Hsien-Kuan Liu,Yu-Tsun Su,Ching-Chung Tsai,Jiunn-Ren Wu",11,Serum apoptotic marker M30 is positively correlated with early diastolic dysfunction in adolescent obesity,"/Biology and life sciences/Biochemistry/Biomarkers,/Biology and life sciences/Biochemistry/Metabolism/Carbohydrate metabolism/Glucose metabolism,/Biology and life sciences/Cell biology/Cell processes/Cell death/Apoptosis,/Biology and life sciences/Physiology/Cardiovascular physiology,/Biology and life sciences/Physiology/Endocrine physiology/Insulin resistance,/Biology and life sciences/Physiology/Physiological parameters/Body weight/Body mass index,/Biology and life sciences/Physiology/Physiological parameters/Body weight/Obesity,/Medicine and health sciences/Endocrinology/Endocrine physiology/Insulin resistance,/Medicine and health sciences/Physiology/Cardiovascular physiology,/Medicine and health sciences/Physiology/Endocrine physiology/Insulin resistance,/Medicine and health sciences/Physiology/Physiological parameters/Body weight/Body mass index,/Medicine and health sciences/Physiology/Physiological parameters/Body weight/Obesity,/People and places/Population groupings/Age groups/Children/Adolescents,/People and places/Population groupings/Families/Children/Adolescents",23/05/2019,TRUE
81,Yes,61,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0225738,PLOS ONE,Research Article,"Feras Al Saif,Hussain Al Shakhoori,Suad Nooh,Haitham Jahrami",19,Association between attitudes of stigma toward mental illness and attitudes toward adoption of evidence-based practice within health care providers in Bahrain,"/Biology and life sciences/Psychology/Psychometrics,/Medicine and health sciences/Health care/Health care providers,/Medicine and health sciences/Health care/Health care providers/Allied health care professionals,/Medicine and health sciences/Health care/Health care providers/Medical doctors/Physicians,/Medicine and health sciences/Health care/Health care providers/Nurses,/Medicine and health sciences/Mental health and psychiatry,/People and places/Geographical locations/Asia/Bahrain,/People and places/Population groupings/Professions/Medical personnel/Medical doctors/Physicians,/People and places/Population groupings/Professions/Medical personnel/Nurses,/Research and analysis methods/Research design/Survey research/Questionnaires,/Social sciences/Psychology/Psychometrics",2/12/2019,TRUE
82,Yes,62,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0222725,PLOS ONE,Research Article,"Malgorzata Kolecka,Daniela Farke,Klaus Failling,Martin Kramer,Martin J Schmidt",12,Intraoperative measurement of intraventricular pressure in dogs with communicating internal hydrocephalus,"/Biology and life sciences/Anatomy/Body fluids/Cerebrospinal fluid,/Biology and life sciences/Anatomy/Cardiovascular anatomy/Heart/Cardiac ventricles,/Biology and life sciences/Anatomy/Nervous system/Cerebrospinal fluid,/Biology and life sciences/Bioengineering/Biotechnology/Medical devices and equipment/Catheters,/Biology and life sciences/Organisms/Eukaryota/Animals/Vertebrates/Amniotes/Mammals/Dogs,/Biology and life sciences/Physiology/Body fluids/Cerebrospinal fluid,/Engineering and technology/Bioengineering/Biotechnology/Medical devices and equipment/Catheters,/Medicine and health sciences/Anatomy/Body fluids/Cerebrospinal fluid,/Medicine and health sciences/Anatomy/Cardiovascular anatomy/Heart/Cardiac ventricles,/Medicine and health sciences/Anatomy/Nervous system/Cerebrospinal fluid,/Medicine and health sciences/Diagnostic medicine/Diagnostic radiology/Magnetic resonance imaging,/Medicine and health sciences/Medical devices and equipment/Catheters,/Medicine and health sciences/Neurology/Hydrocephalus,/Medicine and health sciences/Physiology/Body fluids/Cerebrospinal fluid,/Medicine and health sciences/Radiology and imaging/Diagnostic radiology/Magnetic resonance imaging,/Medicine and health sciences/Vascular medicine/Blood pressure,/Physical sciences/Physics/Classical mechanics/Pressure/Hydrostatic pressure,/Research and analysis methods/Imaging techniques/Diagnostic radiology/Magnetic resonance imaging",27/09/2019,TRUE
83,Yes,63,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0211926,PLOS ONE,Research Article,"Leonardo Machado,Irismar Reis de Oliveira,Antonio Peregrino,Amaury Cantilino",18,Common mental disorders and subjective well-being: Emotional training among medical students based on positive psychology,"/Biology and life sciences/Psychology,/Biology and life sciences/Psychology/Emotions,/Biology and life sciences/Psychology/Emotions/Gratitude,/Biology and life sciences/Psychology/Personality,/Biology and life sciences/Psychology/Psychological stress,/Medicine and health sciences/Medical humanities/Medical education,/Medicine and health sciences/Mental health and psychiatry,/Medicine and health sciences/Mental health and psychiatry/Psychological stress,/Physical sciences/Mathematics/Statistics/Statistical methods/Metaanalysis,/Research and analysis methods/Mathematical and statistical techniques/Statistical methods/Metaanalysis,/Social sciences/Psychology,/Social sciences/Psychology/Emotions,/Social sciences/Psychology/Emotions/Gratitude,/Social sciences/Psychology/Personality,/Social sciences/Psychology/Psychological stress,/Social sciences/Sociology/Education/Medical education",7/02/2019,TRUE
85,Yes,64,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0226620,PLOS ONE,Research Article,"Gargi Pal,Olorunseun O Ogunwobi",14,Copy number-based quantification assay for non-invasive detection of PVT1-derived transcripts,"/Biology and life sciences/Anatomy/Body fluids/Blood/Blood plasma,/Biology and life sciences/Anatomy/Body fluids/Urine,/Biology and life sciences/Anatomy/Exocrine glands/Prostate gland,/Biology and life sciences/Biochemistry/Biomarkers,/Biology and life sciences/Biochemistry/Nucleic acids/RNA/Non-coding RNA/Long non-coding RNAs,/Biology and life sciences/Bioengineering/Biotechnology/Genetic engineering/Plasmid vectors,/Biology and life sciences/Molecular biology/Molecular biology techniques/Artificial gene amplification and extension/Polymerase chain reaction,/Biology and life sciences/Physiology/Body fluids/Blood/Blood plasma,/Biology and life sciences/Physiology/Body fluids/Urine,/Engineering and technology/Bioengineering/Biotechnology/Genetic engineering/Plasmid vectors,/Medicine and health sciences/Anatomy/Body fluids/Blood/Blood plasma,/Medicine and health sciences/Anatomy/Body fluids/Urine,/Medicine and health sciences/Anatomy/Exocrine glands/Prostate gland,/Medicine and health sciences/Oncology/Cancers and neoplasms/Genitourinary tract tumors/Prostate cancer,/Medicine and health sciences/Physiology/Body fluids/Blood/Blood plasma,/Medicine and health sciences/Physiology/Body fluids/Urine,/Medicine and health sciences/Urology/Prostate diseases/Prostate cancer,/Research and analysis methods/Molecular biology techniques/Artificial gene amplification and extension/Polymerase chain reaction",26/12/2019,TRUE
86,Yes,65,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0224396,PLOS ONE,Research Article,"Kristina Hasakova,Richard Reis,Marian Vician,Michal Zeman,Iveta Herichova",14,Expression of miR-34a-5p is up-regulated in human colorectal cancer and correlates with survival and clock gene PER2 expression,"/Biology and life sciences/Anatomy/Lymphatic system/Lymph nodes,/Biology and life sciences/Biochemistry/Circadian oscillators,/Biology and life sciences/Biochemistry/Nucleic acids/RNA/Non-coding RNA/Natural antisense transcripts/MicroRNAs,/Biology and life sciences/Biochemistry/Proteins/DNA-binding proteins/Transcription factors,/Biology and life sciences/Biochemistry/Proteins/Regulatory proteins/Transcription factors,/Biology and life sciences/Chronobiology/Circadian oscillators,/Biology and life sciences/Chronobiology/Circadian rhythms,/Biology and life sciences/Genetics/Gene expression/Gene regulation/MicroRNAs,/Biology and life sciences/Genetics/Gene expression/Gene regulation/Transcription factors,/Biology and life sciences/Molecular biology/Molecular biology techniques/Artificial gene amplification and extension/Polymerase chain reaction,/Medicine and health sciences/Anatomy/Lymphatic system/Lymph nodes,/Medicine and health sciences/Oncology/Cancers and neoplasms/Carcinomas,/Medicine and health sciences/Oncology/Cancers and neoplasms/Colorectal cancer,/Research and analysis methods/Molecular biology techniques/Artificial gene amplification and extension/Polymerase chain reaction",28/10/2019,TRUE
87,Yes,66,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0219972,PLOS ONE,Research Article,"Astrid Rox,André H van Vliet,Elisabeth H M Sterck,Jan A M Langermans,Annet L Louwerse",20,Factors determining male introduction success and long-term stability in captive rhesus macaques,"/Biology and life sciences/Organisms/Eukaryota/Animals/Vertebrates/Amniotes/Mammals/Primates,/Biology and life sciences/Organisms/Eukaryota/Animals/Vertebrates/Amniotes/Mammals/Primates/Monkeys/Old World monkeys/Macaque,/Biology and life sciences/Organisms/Eukaryota/Animals/Vertebrates/Amniotes/Mammals/Primates/Monkeys/Old World monkeys/Macaque/Rhesus monkeys,/Biology and life sciences/Physiology/Physiological parameters/Body weight,/Biology and life sciences/Psychology/Behavior/Aggression,/Biology and life sciences/Psychology/Behavior/Animal behavior/Animal sexual behavior,/Biology and life sciences/Psychology/Behavior/Animal behavior/Animal sociality,/Biology and life sciences/Zoology/Animal behavior/Animal sexual behavior,/Biology and life sciences/Zoology/Animal behavior/Animal sociality,/Medicine and health sciences/Physiology/Physiological parameters/Body weight,/Medicine and health sciences/Women's health/Maternal health/Pregnancy,/Medicine and health sciences/Women's health/Obstetrics and gynecology/Pregnancy,/Research and analysis methods/Animal studies/Experimental organism systems/Animal models/Rhesus monkeys,/Social sciences/Psychology/Behavior/Aggression,/Social sciences/Psychology/Behavior/Animal behavior/Animal sexual behavior,/Social sciences/Psychology/Behavior/Animal behavior/Animal sociality",17/07/2019,TRUE
88,Yes,67,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0213443,PLOS ONE,Research Article,"Sarah K Orr,Karen Tu,Sarah Carsley,Hannah Chung,Laura Holder,Shirin Jabbari,Daniel W Harrington,Heather Manson",14,"Using EMRALD to assess baseline body mass index among children living within and outside communities participating in the Ontario, Canada Healthy Kids Community Challenge","/Biology and life sciences/Physiology/Physiological parameters/Body weight/Body mass index,/Biology and life sciences/Physiology/Physiological parameters/Body weight/Obesity/Childhood obesity,/Medicine and health sciences/Health care/Health care providers/Medical doctors/Physicians,/Medicine and health sciences/Health care/Primary care,/Medicine and health sciences/Pediatrics/Child health,/Medicine and health sciences/Physiology/Physiological parameters/Body weight/Body mass index,/Medicine and health sciences/Physiology/Physiological parameters/Body weight/Obesity/Childhood obesity,/Medicine and health sciences/Public and occupational health/Child health,/People and places/Geographical locations/North America/Canada/Ontario,/People and places/Population groupings/Age groups/Children,/People and places/Population groupings/Families/Children,/People and places/Population groupings/Professions/Medical personnel/Medical doctors/Physicians,/Research and analysis methods/Database and informatics methods/Health informatics/Electronic medical records",11/04/2019,TRUE
90,Yes,68,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0216407,PLOS ONE,Research Article,"Eyleen Corrales,Melissa Vásquez,Baili Zhang,Carolina Santamaría-Ulloa,Patricia Cuenca,Ralf Krahe,Darren G Monckton,Fernando Morales",17,Analysis of mutational dynamics at the DMPK (CTG)n locus identifies saliva as a suitable DNA sample source for genetic analysis in myotonic dystrophy type 1,"/Biology and life sciences/Anatomy/Body fluids/Blood,/Biology and life sciences/Anatomy/Body fluids/Saliva,/Biology and life sciences/Biochemistry/Nucleic acids/DNA,/Biology and life sciences/Biochemistry/Nucleic acids/DNA/DNA modification/DNA methylation,/Biology and life sciences/Cell biology/Chromosome biology/Chromatin/Chromatin modification/DNA methylation,/Biology and life sciences/Genetics/DNA,/Biology and life sciences/Genetics/DNA/DNA modification/DNA methylation,/Biology and life sciences/Genetics/Epigenetics/Chromatin/Chromatin modification/DNA methylation,/Biology and life sciences/Genetics/Epigenetics/DNA modification/DNA methylation,/Biology and life sciences/Genetics/Gene expression/Chromatin/Chromatin modification/DNA methylation,/Biology and life sciences/Genetics/Gene expression/DNA modification/DNA methylation,/Biology and life sciences/Genetics/Gene identification and analysis/Genetic networks,/Biology and life sciences/Genetics/Mutation/Somatic mutation,/Biology and life sciences/Physiology/Body fluids/Blood,/Biology and life sciences/Physiology/Body fluids/Saliva,/Computer and information sciences/Network analysis/Genetic networks,/Medicine and health sciences/Anatomy/Body fluids/Blood,/Medicine and health sciences/Anatomy/Body fluids/Saliva,/Medicine and health sciences/Clinical genetics/Genetic diseases/Myotonic dystrophy,/Medicine and health sciences/Physiology/Body fluids/Blood,/Medicine and health sciences/Physiology/Body fluids/Saliva,/Physical sciences/Chemistry/Chemical reactions/Methylation",2/05/2019,TRUE
91,Yes,69,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0218078,PLOS ONE,Research Article,"Robert W Read,Karen A Schlauch,Gai Elhanan,William J Metcalf,Anthony D Slonim,Ramsey Aweti,Robert Borkowski,Joseph J Grzymski",21,GWAS and PheWAS of red blood cell components in a Northern Nevadan cohort,"/Biology and life sciences/Anatomy/Body fluids/Blood/Platelets,/Biology and life sciences/Cell biology/Cellular types/Animal cells/Blood cells/Platelets,/Biology and life sciences/Computational biology/Genome analysis/Genome-wide association studies,/Biology and life sciences/Computational biology/Genome complexity/Introns,/Biology and life sciences/Genetics/Genomics/Genome analysis/Genome-wide association studies,/Biology and life sciences/Genetics/Genomics/Genome complexity/Introns,/Biology and life sciences/Genetics/Human genetics/Genome-wide association studies,/Biology and life sciences/Genetics/Molecular genetics,/Biology and life sciences/Molecular biology/Molecular genetics,/Biology and life sciences/Physiology/Body fluids/Blood/Platelets,/Biology and life sciences/Physiology/Physiological parameters/Body weight/Obesity/Morbid obesity,/Biology and life sciences/Psychology/Addiction/Alcoholism,/Medicine and health sciences/Anatomy/Body fluids/Blood/Platelets,/Medicine and health sciences/Hematology/Anemia/Iron deficiency anemia,/Medicine and health sciences/Hematology/Blood coagulation/Platelet activation,/Medicine and health sciences/Mental health and psychiatry/Substance-related disorders/Alcoholism,/Medicine and health sciences/Physiology/Body fluids/Blood/Platelets,/Medicine and health sciences/Physiology/Physiological parameters/Body weight/Obesity/Morbid obesity,/Medicine and health sciences/Public and occupational health/Substance-related disorders/Alcoholism,/Social sciences/Psychology/Addiction/Alcoholism",13/06/2019,TRUE
93,Yes,70,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0217527,PLOS ONE,Research Article,"Anjali Lathwal,Chakit Arora,Gajendra P S Raghava",19,Prediction of risk scores for colorectal cancer patients from the concentration of proteins involved in mitochondrial apoptotic pathway,"/Biology and life sciences/Biochemistry/Bioenergetics/Energy-producing organelles/Mitochondria,/Biology and life sciences/Biochemistry/Biomarkers,/Biology and life sciences/Cell biology/Cell processes/Cell death/Apoptosis,/Biology and life sciences/Cell biology/Cellular structures and organelles/Cell membranes/Membrane proteins/Outer membrane proteins,/Biology and life sciences/Cell biology/Cellular structures and organelles/Energy-producing organelles/Mitochondria,/Biology and life sciences/Cell biology/Signal transduction/Cell signaling/Signaling cascades/Stress signaling cascade,/Medicine and health sciences/Oncology/Cancers and neoplasms/Colorectal cancer,/Physical sciences/Mathematics/Statistics/Statistical methods/Multivariate analysis,/Physical sciences/Mathematics/Statistics/Statistical methods/Regression analysis/Linear regression analysis,/Research and analysis methods/Mathematical and statistical techniques/Statistical methods/Multivariate analysis,/Research and analysis methods/Mathematical and statistical techniques/Statistical methods/Regression analysis/Linear regression analysis",9/09/2019,TRUE
